anomaly,year_bin,co2_ppm,co2_radiative_forcing,eccentricity,obliquity,perihelion,insolation,global_insolation,be_ppm,VADM,solar_modulation
-1.38718,-330000,269.76667,0.89993,0.03287,0.42181,6.07252,514.22773,342.13486,3.01273,1.03786,0.46021
-1.83223,-328000,273.5,0.97346,0.03355,0.41879,0.36074,492.27143,342.14267,3.01455,1.03786,0.46028
-2.70635,-326000,266.73333,0.83944,0.03421,0.41481,0.93303,472.2367,342.1503,3.01636,1.03786,0.46035
-3.22168,-324000,262.33333,0.75045,0.03472,0.41003,1.51028,461.14878,342.1563,3.01818,1.03786,0.46042
-3.58925,-322000,258.8,0.6779,0.0352,0.40511,2.09101,458.9107,342.16207,3.02,1.03786,0.46049
-4.45098,-320000,249.2,0.47567,0.0356,0.40064,2.67393,468.26493,342.1669,2.27333,1.03786,0.42325
-5.24709,-318000,244.6,0.37599,0.03591,0.3969,3.26013,482.99401,342.17064,2.23311,1.03786,0.42063
-4.39251,-316000,256.46667,0.62944,0.03616,0.39464,3.84961,498.36853,342.17383,2.19289,1.03786,0.41792
-3.20561,-314000,251.95,0.53438,0.03632,0.39363,4.44027,509.00324,342.17573,2.15267,1.03786,0.41512
-4.06485,-312000,250.06667,0.49424,0.03642,0.39439,5.02806,508.6017,342.177,2.11244,1.03786,0.41224
-4.5729,-310000,238.4,0.23863,0.03642,0.39629,5.61467,500.05484,342.17699,2.07222,1.03786,0.40925
-5.49147,-308000,229.06667,0.02497,0.03634,0.3994,4.1034,484.70889,342.17601,2.032,1.03786,0.40617
-5.45778,-306000,235.3,0.16861,0.03623,0.40306,0.49345,469.41447,342.17469,1.99178,1.03786,0.40297
-5.72329,-304000,246.5,0.41739,0.03595,0.40699,1.06663,460.84338,342.17118,1.95156,1.03786,0.39967
-4.68978,-302000,238.1,0.2319,0.03562,0.41077,1.6359,460.17882,342.16714,1.91133,1.03786,0.39624
-5.67788,-300000,237.55,0.21952,0.03516,0.41396,2.19907,471.10855,342.16157,1.87111,1.03786,0.39269
-5.67169,-298000,227.7,-0.00704,0.03464,0.4165,2.75998,488.36889,342.1554,1.83089,1.03786,0.38901
-6.56908,-296000,217.1,-0.26208,0.03394,0.41794,3.31595,508.61018,342.14709,1.79067,1.03786,0.38518
-5.87077,-294000,212.9,-0.3666,0.03315,0.41854,3.86987,525.99394,342.13805,1.75044,1.03786,0.38121
-5.25976,-292000,206.35,-0.53378,0.03227,0.41798,4.42245,533.64215,342.12819,1.71022,1.03786,0.37708
-4.59013,-290000,212.35,-0.38044,0.03128,0.41665,4.97201,532.16508,342.11741,1.67,1.03786,0.37279
-2.96628,-288000,227.65,-0.00822,0.0302,0.4144,5.52044,519.44326,342.10608,1.6985,1.03786,0.37585
-2.29107,-286000,230.93333,0.06839,0.02904,0.41161,6.06576,501.90174,342.09431,1.727,1.03786,0.37882
-2.23944,-284000,227.2,-0.0188,0.02785,0.40829,0.32609,483.50811,342.08271,1.7555,1.03786,0.38172
-2.4484,-282000,231.3,0.07688,0.02666,0.40478,0.86538,468.2992,342.07157,1.784,1.03786,0.38454
-3.09415,-280000,219.5,-0.20326,0.02542,0.40131,1.39725,460.58714,342.06056,1.8125,1.03786,0.38728
-3.41189,-278000,207.75,-0.4976,0.02423,0.39812,1.92486,458.72466,342.05046,1.841,1.03786,0.38995
-3.43655,-276000,197.7,-0.76288,0.02315,0.39566,2.43923,463.57381,342.04169,1.8695,1.03786,0.39255
-5.1616,-274000,196.25,-0.80227,0.02218,0.39395,2.94543,471.44476,342.03417,1.898,1.03786,0.39508
-5.60394,-272000,192.15,-0.91522,0.02139,0.3935,3.43983,480.86334,342.02824,1.9265,1.03786,0.39755
-5.81815,-270000,191.75,-0.92637,0.0208,0.39406,3.92425,489.7321,342.02398,1.955,1.03786,0.39995
-6.17949,-268000,190.7,-0.95575,0.0206,0.39609,4.40201,496.57383,342.02261,1.97,1.03786,0.4012
-5.85832,-266000,200.2,-0.69565,0.0207,0.39911,4.87322,501.31664,342.02331,1.985,1.03786,0.40242
-4.73895,-264000,199.9,-0.70368,0.02116,0.40329,5.34592,502.58857,342.0266,2.0,1.03786,0.40364
-4.13417,-262000,228.1,0.00235,0.02195,0.40804,5.8205,501.29759,342.03237,1.9725,1.03786,0.4014
-3.67847,-260000,209.73333,-0.44677,0.02308,0.41306,2.11289,496.78974,342.04117,1.945,1.03786,0.39912
-3.2949,-258000,206.75,-0.52342,0.02444,0.41785,0.50552,490.91975,342.05215,1.9175,1.03786,0.39677
-2.79136,-256000,202.95,-0.62267,0.02604,0.42175,1.00222,485.52482,342.06607,1.89,1.03786,0.39437
-2.55927,-254000,199.0,-0.72782,0.02773,0.42466,1.50541,482.58947,342.08159,1.8625,1.03786,0.39191
-2.14173,-252000,195.83333,-0.81364,0.02963,0.4258,2.01793,485.41878,342.10028,1.835,1.03786,0.38939
-3.66411,-250000,207.05,-0.51566,0.03152,0.4255,2.53606,493.21552,342.11995,1.8075,1.03786,0.3868
-4.46201,-248000,214.7,-0.32156,0.03341,0.42313,3.06526,506.36533,342.14116,1.78,1.03786,0.38414
-4.67222,-246000,224.4,-0.08515,0.03528,0.41936,3.60142,520.37669,342.16297,1.465,1.03786,0.34789
-2.71409,-244000,234.1,0.14125,0.0371,0.41397,4.14827,529.34845,342.18565,1.15,1.03786,0.29614
-0.68102,-242000,265.4,0.81262,0.03889,0.40779,4.70362,530.2959,342.20893,1.7275,1.03786,0.37888
-1.61092,-240000,267.3,0.85079,0.0405,0.40123,5.26977,516.72545,342.23087,2.305,1.03786,0.42526
-2.04771,-238000,247.9,0.44769,0.04205,0.39499,5.84433,493.92016,342.2527,2.0575,1.03786,0.40814
-1.93421,-236000,243.2,0.34528,0.04349,0.39002,2.23886,465.30681,342.27392,1.81,1.03786,0.38704
-2.01096,-234000,246.23333,0.4116,0.04479,0.3865,0.73268,439.45332,342.29352,1.80875,1.03786,0.38692
-3.68322,-232000,241.1,0.29888,0.04595,0.3855,1.32589,426.38883,342.31166,1.8075,1.03786,0.3868
-3.4315,-230000,235.96667,0.18375,0.04695,0.38644,1.91919,426.63823,342.32757,1.80625,1.03786,0.38668
-3.46986,-228000,224.5,-0.08276,0.04783,0.38993,2.50956,445.57274,342.3418,1.805,1.03786,0.38656
-3.69816,-226000,234.36667,0.14735,0.04853,0.39489,3.0956,474.49397,342.35331,1.80375,1.03786,0.38644
-4.31329,-224000,209.5,-0.45273,0.04905,0.40118,3.67618,507.75022,342.36216,1.8025,1.03786,0.38632
-3.39937,-222000,207.2,-0.51179,0.04949,0.40781,4.25118,535.87631,342.3695,1.80125,1.03786,0.3862
-5.31278,-220000,211.6,-0.39937,0.04974,0.41411,4.81687,547.67833,342.37372,1.8,1.03786,0.38608
-4.1569,-218000,227.3,-0.01645,0.04989,0.41966,5.37862,545.17146,342.37633,1.73833,1.03786,0.37999
-2.84147,-216000,249.36667,0.47925,0.04993,0.42362,5.93456,526.37219,342.37709,1.67667,1.03786,0.37351
-1.58031,-214000,242.95,0.33978,0.04989,0.42619,0.20517,501.81703,342.37632,1.615,1.03786,0.36662
-0.90833,-212000,247.3,0.43472,0.04973,0.42667,0.75506,479.25869,342.37356,1.55333,1.03786,0.35929
-2.11189,-210000,248.95,0.4703,0.04947,0.42567,1.30526,463.90657,342.36927,1.33,1.03786,0.32813
-3.05937,-208000,243.68,0.35583,0.04914,0.42283,1.857,462.71758,342.36369,1.622,1.03786,0.36743
-2.29568,-206000,233.22,0.12111,0.04878,0.41894,2.40988,471.67085,342.35749,1.914,1.03786,0.39647
-2.81263,-204000,232.68,0.1087,0.04828,0.41406,2.96719,490.31542,342.3492,2.206,1.03786,0.41881
-2.9528,-202000,247.6,0.44121,0.04775,0.40886,3.52654,510.37317,342.3405,2.498,1.03786,0.43653
-2.96465,-200000,245.0,0.38473,0.04718,0.40377,4.09092,523.74983,342.33123,2.79,1.03786,0.45092
-1.99579,-198000,240.86667,0.2937,0.04659,0.39914,4.65823,527.31487,342.32176,2.618,1.00491,0.44117
-1.8846,-196000,236.73333,0.2011,0.0459,0.39556,5.22704,515.28428,342.31075,2.446,0.98518,0.43089
-1.78209,-194000,223.25,-0.11264,0.04516,0.39296,5.79814,494.60535,342.29921,2.274,0.9158,0.41624
-3.21019,-192000,218.0,-0.23995,0.04442,0.3919,2.17972,469.84027,342.28795,2.102,0.83977,0.3987
-3.75371,-190000,225.85,-0.05069,0.04363,0.39193,0.65504,448.41676,342.27597,1.93,0.68277,0.37055
-2.73974,-188000,231.3,0.07688,0.04272,0.39341,1.22206,438.55966,342.26244,2.1675,0.60161,0.38317
-4.6305,-186000,210.7,-0.42217,0.04176,0.39576,1.7867,439.44706,342.24863,2.405,0.65261,0.4054
-3.46455,-184000,203.4,-0.61082,0.04078,0.39907,2.3477,454.48552,342.23473,2.25,0.71012,0.39962
-4.74575,-182000,198.9,-0.73051,0.0398,0.40282,2.90363,476.60691,342.22109,2.095,0.77895,0.39348
-4.21665,-180000,215.45,-0.3029,0.0387,0.40687,3.45548,501.75683,342.20636,1.94,0.91251,0.39055
-4.63418,-178000,207.7,-0.49889,0.03764,0.41089,4.00258,523.51513,342.19243,1.85333,1.13204,0.3966
-5.42053,-176000,189.75,-0.98246,0.03653,0.41452,4.54095,534.63786,342.17843,1.76667,1.26579,0.39567
-4.6684,-174000,193.15,-0.88745,0.03543,0.41762,5.0741,536.34685,342.16485,1.68,1.30139,0.38896
-5.51989,-172000,197.7,-0.76288,0.03431,0.4197,5.6011,526.50162,342.15148,3.23,1.29165,0.47702
-4.02854,-170000,197.8,-0.76018,0.03317,0.4209,6.1221,511.60088,342.13831,2.715,1.2003,0.45437
-4.67757,-168000,196.6,-0.79273,0.03213,0.42072,0.35284,495.17419,342.12668,2.2,1.26887,0.42949
-5.39063,-166000,185.25,-1.11087,0.03108,0.41953,0.86138,481.13072,342.11523,2.095,1.32875,0.42498
-5.34011,-164000,190.85,-0.95154,0.03014,0.41698,1.36637,473.19863,342.10545,2.04,1.3511,0.42201
-3.92936,-162000,200.4,-0.69031,0.0293,0.41357,1.86825,470.40182,342.09684,2.00667,1.34801,0.41945
-3.85812,-160000,193.45,-0.87915,0.02861,0.40927,2.36754,473.85379,342.09004,1.97333,1.25346,0.41277
-4.54843,-158000,186.5,-1.07489,0.02811,0.40464,2.86724,480.34442,342.08517,1.94,1.33068,0.41361
-3.64883,-156000,189.0,-1.00365,0.02783,0.40007,3.36933,488.47637,342.08247,1.875,1.41488,0.41191
-4.74552,-154000,189.38,-0.99291,0.02778,0.396,3.87554,495.83658,342.08201,1.81,1.29613,0.40112
-3.90005,-152000,197.54,-0.76721,0.02802,0.3932,4.38522,499.64922,342.08428,1.77333,1.13193,0.38918
-3.62638,-150000,202.35,-0.63851,0.02844,0.39167,4.89847,499.74234,342.08837,1.73667,1.17448,0.388
-3.69342,-148000,202.145,-0.64393,0.02914,0.39217,5.42068,494.17192,342.09528,1.74583,1.22205,0.39146
-4.39516,-146000,195.81,-0.81427,0.02997,0.39412,5.94471,485.26084,342.10372,1.755,1.31244,0.39684
-3.37331,-144000,193.59,-0.87528,0.03103,0.39785,2.28428,474.43786,342.11475,1.76417,1.42169,0.40258
-3.27381,-142000,195.305,-0.82809,0.03216,0.40251,0.71893,464.98623,342.12696,1.77333,1.45885,0.40495
-3.73548,-140000,196.51,-0.79518,0.03336,0.40785,1.25171,461.42496,342.14046,1.7825,1.36518,0.4018
-3.42607,-138000,192.75,-0.89854,0.03462,0.41316,1.78546,464.35646,342.15508,1.79167,1.2856,0.39896
-3.39019,-136000,198.865,-0.73145,0.03588,0.41775,2.31979,477.29462,342.17033,1.80083,1.26684,0.39889
-3.86729,-134000,203.74,-0.60188,0.03708,0.42138,2.85612,496.22027,342.18534,1.81,1.21466,0.39711
-3.84848,-132000,217.585,-0.25014,0.03832,0.42321,3.39516,518.54498,342.20132,1.83,1.1286,0.3943
-3.23107,-130000,231.51,0.08173,0.03945,0.42355,3.93766,538.30537,342.21634,2.05,1.10315,0.41118
-1.33554,-128000,257.9325,0.65993,0.04049,0.42178,4.48391,546.97168,342.2307,2.00333,1.11604,0.40828
0.42292,-126000,277.31143,1.04751,0.04141,0.41863,5.03495,543.97136,342.24356,1.95667,1.15329,0.40653
1.07824,-124000,274.99333,1.0026,0.04222,0.41394,5.59403,524.73366,342.25515,1.91,1.16089,0.40307
1.26924,-122000,277.338,1.04802,0.04292,0.40856,6.15816,497.48966,342.26538,1.86333,1.14869,0.3984
0.87953,-120000,278.335,1.06722,0.04337,0.4029,0.44734,468.2487,342.272,1.81667,1.03794,0.38768
0.28405,-118000,271.97,0.94345,0.04372,0.39758,1.02538,444.50426,342.2773,1.77,0.9752,0.37899
-0.11742,-116000,275.57667,1.01393,0.04387,0.39346,1.61052,435.387,342.27954,1.7825,0.93628,0.37749
-0.67692,-114000,274.58333,0.99461,0.04388,0.39061,2.19919,438.8235,342.27975,1.795,0.88255,0.37473
-0.94331,-112000,267.075,0.84628,0.04374,0.38988,2.78959,457.23125,342.27755,1.8075,0.86511,0.37463
-1.05906,-110000,259.28,0.68781,0.04342,0.39074,3.38049,481.62302,342.27273,1.82,0.84509,0.37428
-1.4148,-108000,245.08667,0.38662,0.043,0.39361,3.96787,504.81844,342.26659,1.905,0.86152,0.38368
-0.68405,-106000,238.385,0.2383,0.04245,0.39762,4.55191,520.7962,342.25854,1.99,0.86789,0.39165
-0.70707,-104000,246.99,0.42801,0.04176,0.40264,5.12923,522.21457,342.24852,2.075,0.87645,0.39922
-0.7313,-102000,242.44,0.32854,0.04096,0.40793,5.70136,513.87179,342.23728,1.61,0.84089,0.35079
-0.93178,-100000,240.63333,0.28852,0.04007,0.41297,4.17245,497.94181,342.22486,1.62,0.89732,0.35676
-1.04871,-98000,245.49667,0.39557,0.03914,0.41744,0.54451,482.12595,342.21226,1.63,0.86858,0.35558
-1.37976,-96000,241.79667,0.31432,0.03806,0.42071,1.09938,473.1264,342.19797,1.64,0.81918,0.35249
-1.69544,-94000,244.95667,0.38379,0.037,0.42291,1.65199,471.6612,342.18427,3.095,0.87842,0.45589
-1.37954,-92000,238.59333,0.24297,0.03588,0.4235,2.19924,480.67876,342.17037,1.64,0.98068,0.36547
-1.68148,-90000,232.44,0.10318,0.03474,0.42294,2.74496,494.95309,342.15657,1.64,1.06599,0.37133
-1.48088,-88000,229.39,0.03252,0.03355,0.4209,3.28995,511.01064,342.14262,1.64,1.14844,0.37646
-1.96285,-86000,221.62,-0.15184,0.03235,0.41793,3.83439,523.83715,342.12903,1.62667,1.17206,0.37638
-1.63635,-84000,228.94333,0.02209,0.03118,0.41398,4.37953,527.37724,342.11638,1.61333,1.3021,0.38198
-0.99056,-82000,245.158,0.38818,0.02999,0.40956,4.92382,522.70225,342.10384,1.6,1.31449,0.38115
-1.20034,-80000,236.055,0.18575,0.02881,0.40489,5.47274,508.21279,342.092,1.68,1.25357,0.38654
-1.38529,-78000,231.164,0.07373,0.02765,0.40033,6.02276,489.7356,342.08075,1.73667,1.24156,0.39158
-1.88917,-76000,226.8475,-0.02711,0.0265,0.39632,0.29063,471.32761,342.07017,1.79333,1.2998,0.39979
-2.37694,-74000,244.016,0.3632,0.02541,0.39297,0.84431,456.57916,342.06043,1.85,1.28332,0.40404
-2.43155,-72000,234.05,0.14011,0.02431,0.3909,1.39849,450.28933,342.05115,1.90667,1.23079,0.40633
-2.31194,-70000,235.432,0.17161,0.02328,0.38993,1.9537,450.82691,342.0427,1.96333,1.26126,0.41235
-3.58232,-68000,215.546,-0.30052,0.02229,0.39065,2.50442,459.59779,342.03499,2.02,1.26789,0.41699
-8.17701,-66000,203.142,-0.61761,0.02131,0.39257,3.05122,472.15154,342.02768,1.145,1.1432,0.3035
-8.58911,-64000,202.26,-0.64089,0.02036,0.39603,3.59415,486.21396,342.02091,0.27,1.09575,-0.13253
-8.58243,-62000,199.98167,-0.70149,0.01942,0.40037,4.12845,498.65011,342.01448,1.575,1.06123,0.36352
-6.905,-60000,206.845,-0.52096,0.0185,0.40551,4.65271,506.53835,342.00855,1.83,1.13362,0.39459
-5.54601,-58000,220.23571,-0.18536,0.01761,0.41087,5.16631,510.62137,342.00301,2.085,1.26185,0.42144
-6.1272,-56000,220.86,-0.17022,0.01674,0.416,5.67165,510.17482,341.99795,2.34,1.39296,0.44266
-6.25494,-54000,211.70167,-0.3968,0.01596,0.42058,6.16729,507.70884,341.99357,2.2875,1.53591,0.44443
-5.60333,-52000,220.05667,-0.18971,0.01525,0.42391,0.3643,504.22756,341.98977,2.235,1.58801,0.443
-6.4114,-50000,215.58,-0.29967,0.0146,0.42606,0.8369,500.98558,341.98645,2.19667,1.51305,0.43835
-6.91544,-48000,204.02286,-0.59446,0.01418,0.42629,1.30495,498.61997,341.98441,2.15833,1.49691,0.43542
-6.67862,-46000,205.53429,-0.55497,0.01384,0.42507,1.76867,497.14106,341.98277,2.12,1.37113,0.42837
-6.53413,-44000,215.74167,-0.29566,0.01374,0.4219,2.22984,496.56453,341.98228,2.07,1.22433,0.41867
-6.89325,-42000,204.855,-0.57268,0.01374,0.41753,2.69392,496.43371,341.98226,2.18,1.02375,0.41625
-7.13396,-40000,203.0375,-0.62036,0.01393,0.41192,3.17104,496.43242,341.98319,2.29,0.87409,0.41463
-6.86656,-38000,200.362,-0.69133,0.01427,0.40585,3.65779,496.04018,341.98482,1.8,0.72181,0.36134
-6.10277,-36000,209.00593,-0.46536,0.01467,0.39983,4.15862,494.13188,341.98682,1.99333,0.76421,0.38376
-6.704,-34000,202.19042,-0.64273,0.01517,0.39439,4.67381,490.59779,341.98938,2.18667,0.74264,0.39765
-6.85778,-32000,197.41667,-0.77056,0.01576,0.39045,5.20681,484.37263,341.99247,2.38,0.95316,0.42522
-7.11275,-30000,193.89684,-0.8668,0.01637,0.38798,5.75116,476.5287,341.9958,2.1225,1.07083,0.41479
-6.31114,-28000,189.23,-0.99715,0.01697,0.38789,2.11811,468.19123,341.99924,2.31,1.07925,0.4277
-7.00456,-26000,190.919,-0.94961,0.01751,0.38951,0.58474,461.41412,342.00241,2.11,1.10998,0.41596
-7.95836,-24000,184.50182,-1.13252,0.0181,0.39321,1.15571,459.50068,342.00604,1.91,1.12552,0.40118
-7.53244,-22000,188.3075,-1.02329,0.01862,0.39803,1.72591,462.70327,342.00928,1.86,1.27021,0.40428
-7.60812,-20000,187.819,-1.03719,0.01892,0.40224,2.1548,469.98952,342.01121,1.90625,1.23036,0.40627
-7.32478,-19750,187.96,-1.03317,0.019,0.40332,2.26145,472.4911,342.01171,1.9525,1.24229,0.41061
-7.24736,-19500,186.235,-1.0825,0.01907,0.40441,2.3681,474.99269,342.01221,1.99875,1.25421,0.41477
-6.96896,-19250,190.05,-0.97401,0.01915,0.40549,2.47475,477.49427,342.0127,2.045,1.26614,0.41875
-6.96092,-19000,190.64333,-0.95734,0.01922,0.40658,2.5814,479.99586,342.0132,2.09125,1.27807,0.42258
-6.71575,-18750,187.76,-1.03887,0.01925,0.40729,2.65296,482.00449,342.0134,2.1375,1.29148,0.42633
-6.51732,-18500,191.96,-0.92051,0.01929,0.408,2.72452,484.01311,342.01361,2.18375,1.30489,0.42993
-6.81163,-18250,190.47,-0.9622,0.01932,0.4087,2.79608,486.02174,342.01381,2.23,1.31829,0.43339
-6.7494,-18000,194.89,-0.83947,0.01935,0.40941,2.86764,488.03037,342.01402,2.26714,1.3317,0.43618
-6.19938,-17750,192.51,-0.90521,0.01938,0.41009,2.93922,490.14691,342.01425,2.30429,1.34432,0.43885
-6.60671,-17500,190.235,-0.96881,0.01942,0.41077,3.0108,492.26344,342.01448,2.34143,1.35694,0.44145
-6.48928,-17250,191.335,-0.93796,0.01945,0.41145,3.08238,494.37998,342.01471,2.37857,1.36956,0.44396
-5.99979,-17000,189.88333,-0.97871,0.01949,0.41212,3.15396,496.49652,342.01494,2.41571,1.38218,0.44641
-5.87382,-16750,191.6775,-0.92839,0.01951,0.41275,3.22465,498.57288,342.01507,2.45286,1.39656,0.44884
-5.87808,-16500,187.93667,-1.03384,0.01952,0.41338,3.29534,500.64925,342.01519,2.49,1.41094,0.45121
-6.01748,-16250,187.81333,-1.03735,0.01954,0.41401,3.36604,502.72561,342.01531,2.2395,1.42533,0.43796
-5.99644,-16000,189.37667,-0.993,0.01956,0.41463,3.43673,504.80198,342.01543,1.989,1.43971,0.42178
-5.85647,-15750,192.30444,-0.91092,0.01958,0.4152,3.50824,506.73472,342.01556,1.7385,1.44575,0.40122
-5.36019,-15500,191.91444,-0.92178,0.0196,0.41576,3.57974,508.66747,342.01568,1.488,1.45179,0.37483
-5.0315,-15250,197.91,-0.7572,0.01962,0.41632,3.65125,510.60021,342.01581,1.2375,1.45782,0.33975
-4.76675,-15000,204.14667,-0.59121,0.01963,0.41689,3.72275,512.53296,342.01593,1.2875,1.46386,0.34801
-4.88578,-14750,209.3475,-0.45662,0.01965,0.41737,3.79418,514.17364,342.01601,1.31429,1.44572,0.35116
-4.53966,-14500,212.045,-0.38813,0.01966,0.41786,3.8656,515.81431,342.01608,1.43125,1.42758,0.36656
-3.86797,-14250,220.87167,-0.16994,0.01967,0.41835,3.93702,517.45499,342.01616,1.28333,1.40944,0.34455
-4.48473,-14000,223.52,-0.10617,0.01968,0.41883,4.00845,519.09566,342.01623,1.48,1.39129,0.37097
-4.49402,-13750,223.26,-0.1124,0.01967,0.41924,4.07942,520.31826,342.01618,1.08,1.40398,0.30776
-4.22792,-13500,225.17,-0.06682,0.01966,0.41964,4.1504,521.54085,342.01614,1.01667,1.41666,0.29484
-3.98524,-13250,229.08125,0.02531,0.01966,0.42004,4.22137,522.76344,342.01609,0.94,1.42934,0.27721
-3.52868,-13000,228.984,0.02304,0.01965,0.42044,4.29235,523.98604,342.01604,0.96667,1.44203,0.28464
-2.95577,-12750,232.63696,0.10771,0.01964,0.42074,4.36412,524.73056,342.01598,0.98,1.45452,0.2886
-2.13566,-12500,240.71538,0.29034,0.01963,0.42105,4.43589,525.47509,342.01591,1.12,1.46701,0.31932
-2.08319,-12250,237.54333,0.21937,0.01962,0.42135,4.50766,526.21962,342.01585,0.95,1.4795,0.28278
-2.26489,-12000,238.77667,0.24708,0.01961,0.42166,4.57943,526.96415,342.01579,0.925,1.49198,0.27717
-2.32287,-11750,241.2775,0.30282,0.01961,0.42186,4.65044,527.19038,342.01576,0.925,1.51347,0.27844
-2.2446,-11500,237.97,0.22897,0.01961,0.42207,4.72144,527.41661,342.01573,1.0,1.53495,0.29787
-2.34095,-11250,238.33,0.23706,0.0196,0.42228,4.79245,527.64284,342.01571,1.0,1.55643,0.29904
-2.72013,-11000,238.99,0.25186,0.0196,0.42249,4.86346,527.86907,342.01568,1.175,1.57791,0.33512
-2.96485,-10750,244.12818,0.36566,0.01955,0.42259,4.93594,527.52419,342.01539,1.375,1.60398,0.36711
-2.88952,-10500,245.97364,0.40595,0.01951,0.4227,5.00842,527.1793,342.01511,1.275,1.63005,0.35387
-2.66409,-10250,250.84167,0.5108,0.01947,0.4228,5.08089,526.83442,342.01482,1.3375,1.65612,0.36412
-2.80277,-10000,252.87545,0.554,0.01942,0.42291,5.15337,526.48953,342.01453,1.4,1.68219,0.3736
-2.20847,-9750,258.08714,0.66314,0.0194,0.42291,5.22462,525.68885,342.01437,1.43333,1.68479,0.37793
-2.10976,-9500,267.03167,0.84542,0.01938,0.42291,5.29586,524.88817,342.0142,1.325,1.68739,0.36364
-1.56434,-9250,264.73333,0.79917,0.01935,0.42292,5.36711,524.08749,342.01404,1.33333,1.68999,0.36492
-1.50515,-9000,266.35,0.83174,0.01933,0.42292,5.43836,523.28681,342.01387,1.3,1.69259,0.36024
-1.1297,-8750,266.45,0.83375,0.01929,0.42282,5.51058,522.06223,342.01363,1.33333,1.70823,0.36564
-0.87944,-8500,266.2,0.82873,0.01925,0.42273,5.5828,520.83766,342.01339,1.3,1.72387,0.3615
-0.46215,-8250,264.36667,0.79175,0.01922,0.42263,5.65502,519.61308,342.01315,1.3,1.7395,0.36212
-0.34546,-8000,264.3,0.7904,0.01918,0.42254,5.72724,518.3885,342.01291,1.4,1.75514,0.37637
-0.13248,-7750,263.59167,0.77605,0.01912,0.42235,5.80009,516.84845,342.01252,1.3,1.74557,0.36235
-0.04022,-7500,262.88333,0.76165,0.01906,0.42216,5.87294,515.30839,342.01212,1.16667,1.736,0.34077
-0.08551,-7250,262.85,0.76097,0.019,0.42197,5.94579,513.76833,342.01173,1.2,1.72644,0.34604
-0.168,-7000,260.2,0.70676,0.01894,0.42178,6.01864,512.22827,342.01133,1.26667,1.71687,0.35625
-0.12851,-6750,260.4,0.71087,0.01889,0.4215,4.52012,510.53921,342.01103,1.15,1.74824,0.33836
-0.05669,-6500,260.1,0.7047,0.01884,0.42122,3.02161,508.85014,342.01072,1.2825,1.77961,0.3611
-0.07635,-6250,259.45,0.69132,0.0188,0.42094,1.52309,507.16107,342.01042,1.2,1.81098,0.34945
0.25985,-6000,259.9,0.70059,0.01875,0.42067,0.02457,505.47201,342.01011,1.1,1.84235,0.33307
0.21956,-5750,260.25,0.70779,0.01867,0.42031,0.09731,503.74713,342.00964,1.13333,1.84276,0.33923
0.19285,-5500,259.55,0.69338,0.0186,0.41996,0.17006,502.02226,342.00918,1.25,1.84318,0.3586
-0.01345,-5250,262.65,0.7569,0.01853,0.4196,0.2428,500.29739,342.00871,1.1,1.8436,0.33312
0.04332,-5000,259.53333,0.69304,0.01845,0.41925,0.31554,498.57252,342.00824,1.2,1.84401,0.35071
0.01636,-4750,260.75,0.71806,0.01839,0.41882,0.3895,496.92124,342.00786,1.05,1.84748,0.32349
0.02603,-4500,261.66667,0.73683,0.01833,0.4184,0.46346,495.26996,342.00748,1.2,1.85095,0.35098
0.03729,-4250,264.35,0.79142,0.01827,0.41798,0.53742,493.61868,342.0071,20.9,1.85442,0.57352
-0.02851,-4000,264.3,0.7904,0.01821,0.41755,0.61138,491.9674,342.00672,1.0,1.85789,0.31336
0.01173,-3750,266.75,0.83977,0.01812,0.41708,0.68441,490.5554,342.00615,36.0,1.81464,0.58031
-0.08312,-3500,265.25,0.8096,0.01803,0.4166,0.75744,489.1434,342.00559,31.96,1.77139,0.579
-0.01113,-3250,268.66667,0.87807,0.01794,0.41612,0.83047,487.7314,342.00503,18.06667,1.72814,0.57049
-0.01259,-3000,270.0,0.90456,0.01785,0.41564,0.90349,486.31941,342.00446,18.92,1.68489,0.57119
0.04145,-2750,270.13333,0.9072,0.01776,0.41512,0.97763,485.18348,342.00394,27.08,1.72705,0.57692
-0.08069,-2500,271.3,0.93026,0.01767,0.4146,1.05176,484.04756,342.00341,44.33333,1.7692,0.58206
-0.00293,-2250,272.03333,0.9447,0.01758,0.41408,1.12589,482.91164,342.00288,25.644,1.81136,0.57643
-0.15143,-2000,275.15,1.00564,0.0175,0.41355,1.20002,481.77572,342.00235,32.822,1.85352,0.57946
-0.16657,-1750,272.63333,0.95648,0.01741,0.413,1.2745,480.97438,342.00186,40.0,1.89057,0.5814
-0.258,-1500,274.5,0.99299,0.01733,0.41245,1.34898,480.17304,342.00136,18.31,1.92762,0.57147
-0.18546,-1250,274.7,0.99689,0.01725,0.4119,1.42345,479.37169,342.00086,15.575,1.96468,0.56841
-0.1645,-1000,275.2,1.00662,0.01716,0.41135,1.49793,478.57035,342.00037,12.84,2.00173,0.56407
-0.28178,-750,276.03333,1.02279,0.01705,0.41079,1.57251,478.15278,341.9997,10.105,1.99682,0.55719
-0.3019,-500,277.75,1.05596,0.01693,0.41022,1.64709,477.73521,341.99904,7.37,1.9919,0.54537
-0.19134,-250,276.76667,1.03699,0.01682,0.40966,1.72167,477.31763,341.99837,4.635,1.98699,0.52035
