year_bin,anomaly,co2_ppm,co2_radiative_forcing,eccentricity,obliquity,perihelion,insolation,global_insolation,be_ppm,VADM,solar_modulation,delta_anomaly,delta_co2_ppm,delta_co2_radiative_forcing,delta_eccentricity,delta_obliquity,delta_perihelion,delta_insolation,delta_global_insolation,delta_be_ppm,delta_VADM,delta_solar_modulation,perihelion_lagged_20,perihelion_lagged_50,eccentricity_lagged_20,eccentricity_lagged_50,obliquity_lagged_20,obliquity_lagged_50,insolation_lagged_20,insolation_lagged_50,co2_ppm_squared,co2_radiative_forcing_squared,eccentricity_squared,obliquity_squared,perihelion_squared,insolation_squared,global_insolation_squared,be_ppm_squared,VADM_squared,solar_modulation_squared,delta_anomaly_squared,delta_co2_ppm_squared,delta_co2_radiative_forcing_squared,delta_eccentricity_squared,delta_obliquity_squared,delta_perihelion_squared,delta_insolation_squared,delta_global_insolation_squared,delta_be_ppm_squared,delta_VADM_squared,delta_solar_modulation_squared
-308000,-5.491,0.204,0.269,0.847,-0.905,0.586,-0.266,0.742,-0.418,-0.217,-0.404,-0.918,-1.011,-1.04,-0.041,1.126,-1.018,-1.351,-0.149,-0.026,-0.142,-0.12,-1.458,1.052,-0.209,-0.777,-1.601,0.717,-1.43,1.029,0.042,0.072,0.718,0.82,0.344,0.071,0.55,0.175,0.047,0.163,0.843,1.022,1.081,0.002,1.268,1.036,1.826,0.022,0.001,0.02,0.014
-306000,-5.458,0.44,0.505,0.847,-0.442,-1.628,-0.968,0.733,-0.437,-0.302,-0.466,0.033,0.605,0.644,-0.041,1.502,-2.428,-1.347,-0.149,-0.026,-0.262,-0.182,-1.079,1.43,-0.128,-0.777,-1.137,0.254,-1.591,0.624,0.193,0.255,0.718,0.195,2.651,0.938,0.537,0.191,0.091,0.217,0.001,0.366,0.415,0.002,2.255,5.896,1.814,0.022,0.001,0.069,0.033
-304000,-5.723,0.863,0.913,0.847,0.022,-1.276,-1.362,0.699,-0.456,-0.176,-0.507,-0.265,1.121,1.133,-0.041,1.502,0.385,-0.757,-0.434,-0.026,0.423,-0.12,-0.706,0.526,0.035,-0.777,-0.558,-0.326,-1.277,-0.013,0.745,0.834,0.718,0.0,1.628,1.855,0.489,0.208,0.031,0.257,0.07,1.257,1.284,0.002,2.255,0.148,0.573,0.188,0.001,0.179,0.014
-302000,-4.69,0.546,0.609,0.847,0.486,-0.927,-1.393,0.666,-0.475,0.055,-0.541,1.033,-0.914,-0.903,-0.041,1.502,0.382,-0.064,-0.434,-0.027,0.76,-0.099,-0.337,-1.659,0.116,-0.777,0.022,-0.789,-0.615,-0.673,0.298,0.371,0.718,0.236,0.859,1.939,0.443,0.225,0.003,0.293,1.067,0.835,0.816,0.002,2.255,0.146,0.004,0.188,0.001,0.577,0.01
-300000,-5.678,0.525,0.589,0.766,0.833,-0.582,-0.891,0.624,-0.494,0.055,-0.602,-0.988,-0.099,-0.09,-0.922,1.126,0.378,0.953,-0.529,-0.026,0.014,-0.182,0.026,-1.273,0.197,-0.777,0.717,-1.253,0.36,-1.145,0.275,0.347,0.587,0.694,0.338,0.793,0.389,0.244,0.003,0.363,0.976,0.01,0.008,0.85,1.268,0.143,0.908,0.28,0.001,0.0,0.033
-298000,-5.672,0.153,0.216,0.766,1.065,-0.238,-0.098,0.565,-0.512,-0.046,-0.705,0.006,-1.064,-1.101,-0.041,0.75,0.376,1.508,-0.719,-0.026,-0.31,-0.306,0.386,-0.883,0.279,-0.859,1.181,-1.485,1.348,-1.374,0.023,0.047,0.587,1.134,0.056,0.01,0.319,0.262,0.002,0.497,0.0,1.133,1.212,0.002,0.563,0.142,2.275,0.518,0.001,0.096,0.094
-296000,-6.569,-0.248,-0.203,0.685,1.297,0.103,0.832,0.497,-0.531,-0.243,-0.821,-0.897,-1.142,-1.233,-0.922,0.75,0.373,1.77,-0.815,-0.026,-0.623,-0.347,0.741,-0.491,0.36,-0.859,1.645,-1.717,2.021,-1.237,0.061,0.041,0.469,1.682,0.011,0.692,0.247,0.282,0.059,0.674,0.805,1.305,1.519,0.85,0.563,0.139,3.132,0.663,0.001,0.388,0.121
-294000,-5.871,-0.407,-0.376,0.604,1.413,0.443,1.631,0.421,-0.55,-0.373,-0.931,0.698,-0.478,-0.527,-0.922,0.375,0.371,1.519,-0.91,-0.027,-0.406,-0.327,1.093,-0.096,0.441,-0.94,1.877,-1.717,2.275,-0.909,0.165,0.141,0.364,1.996,0.197,2.659,0.178,0.303,0.139,0.866,0.487,0.228,0.278,0.85,0.14,0.138,2.308,0.827,0.001,0.165,0.107
-292000,-5.26,-0.654,-0.651,0.522,1.297,0.782,1.982,0.337,-0.569,-0.362,-1.061,0.611,-0.722,-0.819,-0.922,-0.377,0.37,0.665,-1.005,-0.026,0.051,-0.389,1.444,0.3,0.522,-0.94,1.877,-1.717,1.872,-0.493,0.428,0.423,0.273,1.682,0.611,3.928,0.114,0.324,0.131,1.125,0.373,0.521,0.67,0.85,0.142,0.137,0.443,1.009,0.001,0.003,0.151
-290000,-4.59,-0.427,-0.397,0.441,1.181,1.119,1.914,0.244,-0.588,-0.599,-1.129,0.67,0.581,0.691,-0.922,-0.377,0.369,-0.135,-1.1,-0.026,-0.755,-0.203,1.795,0.697,0.604,-1.021,1.761,-1.485,1.09,-0.146,0.183,0.158,0.195,1.395,1.253,3.663,0.06,0.346,0.359,1.275,0.449,0.338,0.477,0.85,0.142,0.136,0.018,1.21,0.001,0.57,0.041
-288000,-2.966,0.151,0.214,0.36,0.833,1.455,1.33,0.152,-0.574,-0.599,-1.156,1.624,1.547,1.716,-0.922,-1.128,0.367,-1.121,-1.1,0.023,0.014,-0.079,-1.709,1.097,0.685,-1.102,1.413,-1.021,0.081,0.001,0.023,0.046,0.129,0.694,2.118,1.768,0.023,0.33,0.359,1.337,2.637,2.392,2.946,0.85,1.273,0.135,1.257,1.21,0.001,0.0,0.006
-286000,-2.291,0.275,0.339,0.279,0.601,1.79,0.524,0.051,-0.561,-0.674,-1.067,0.675,0.299,0.324,-0.922,-0.753,0.366,-1.544,-1.195,0.023,-0.226,0.273,-1.358,1.498,0.685,-1.184,0.949,-0.674,-0.839,0.011,0.076,0.115,0.078,0.362,3.205,0.274,0.003,0.315,0.454,1.139,0.456,0.089,0.105,0.85,0.566,0.134,2.384,1.428,0.001,0.051,0.074
-284000,-2.239,0.134,0.196,0.197,0.138,-1.731,-0.321,-0.042,-0.547,-0.373,-0.985,0.052,-0.429,-0.442,-0.922,-1.504,-3.86,-1.619,-1.1,0.023,0.988,0.252,-1.004,0.622,0.766,-1.265,0.37,-0.094,-1.348,-0.053,0.018,0.038,0.039,0.019,2.995,0.103,0.002,0.3,0.139,0.971,0.003,0.184,0.196,0.85,2.262,14.902,2.62,1.21,0.001,0.976,0.064
-282000,-2.448,0.289,0.354,0.116,-0.21,-1.4,-1.02,-0.135,-0.534,-0.44,-0.883,-0.209,0.384,0.418,-0.922,-1.128,0.361,-1.339,-1.1,0.023,-0.202,0.314,-0.648,-1.532,0.766,-1.427,-0.21,0.37,-1.451,-0.067,0.083,0.125,0.013,0.044,1.96,1.04,0.018,0.286,0.193,0.779,0.044,0.147,0.175,0.85,1.273,0.131,1.794,1.21,0.001,0.041,0.099
-280000,-3.094,-0.157,-0.106,-0.046,-0.674,-1.074,-1.374,-0.227,-0.521,-0.306,-0.835,-0.646,-1.267,-1.35,-1.802,-1.504,0.357,-0.682,-1.1,0.023,0.447,0.149,-0.29,-1.093,0.847,-1.508,-0.674,0.833,-1.021,0.082,0.025,0.011,0.002,0.454,1.153,1.887,0.052,0.271,0.094,0.697,0.417,1.605,1.823,3.247,2.262,0.127,0.465,1.21,0.001,0.2,0.022
-278000,-3.412,-0.601,-0.591,-0.128,-1.021,-0.75,-1.459,-0.32,-0.508,-0.421,-0.821,-0.318,-1.262,-1.421,-0.922,-1.128,0.354,-0.169,-1.1,0.023,-0.358,0.045,0.069,-0.626,0.847,-1.59,-1.137,1.297,-0.345,0.353,0.362,0.35,0.016,1.043,0.562,2.13,0.102,0.258,0.177,0.674,0.101,1.592,2.019,0.85,1.273,0.125,0.028,1.21,0.001,0.128,0.002
-276000,-3.437,-0.981,-1.027,-0.209,-1.253,-0.434,-1.237,-0.387,-0.494,-0.767,-0.821,-0.025,-1.085,-1.28,-0.922,-0.753,0.345,0.42,-0.815,0.023,-1.103,0.004,0.431,-0.104,0.847,-1.671,-1.369,1.645,0.362,0.695,0.962,1.055,0.044,1.57,0.189,1.529,0.15,0.244,0.588,0.674,0.001,1.178,1.637,0.85,0.566,0.119,0.176,0.663,0.001,1.217,0.0
-274000,-5.162,-1.036,-1.091,-0.29,-1.485,-0.124,-0.875,-0.455,-0.481,-0.756,-0.773,-1.725,-0.192,-0.217,-0.922,-0.753,0.339,0.685,-0.815,0.023,0.051,0.149,0.793,0.479,0.847,-1.752,-1.485,1.877,0.85,0.98,1.073,1.191,0.084,2.205,0.015,0.766,0.207,0.231,0.571,0.598,2.976,0.037,0.047,0.85,0.566,0.115,0.469,0.663,0.001,0.003,0.022
-272000,-5.604,-1.191,-1.277,-0.371,-1.485,0.18,-0.443,-0.505,-0.467,-0.495,-0.691,-0.442,-0.467,-0.565,-0.922,-0.001,0.332,0.821,-0.624,0.023,0.856,0.252,1.154,1.098,0.847,-1.752,-1.485,1.992,0.832,1.052,1.418,1.631,0.138,2.205,0.032,0.196,0.255,0.218,0.245,0.478,0.195,0.218,0.319,0.85,0.0,0.11,0.673,0.39,0.001,0.732,0.064
-270000,-5.818,-1.206,-1.295,-0.371,-1.485,0.476,-0.035,-0.539,-0.454,-0.481,-0.623,-0.214,-0.083,-0.085,-0.041,-0.001,0.324,0.772,-0.434,0.023,0.063,0.211,1.514,1.683,0.847,-1.671,-1.253,1.877,0.439,0.932,1.454,1.677,0.138,2.205,0.227,0.001,0.291,0.206,0.231,0.388,0.046,0.007,0.007,0.002,0.0,0.105,0.597,0.188,0.001,0.004,0.044
-268000,-6.179,-1.246,-1.344,-0.371,-1.253,0.77,0.279,-0.547,-0.447,-0.492,-0.561,-0.361,-0.151,-0.174,-0.041,0.75,0.32,0.595,-0.149,0.013,-0.022,0.19,0.586,-1.661,0.847,-1.59,-0.905,1.645,-0.266,0.6,1.551,1.808,0.138,1.57,0.592,0.078,0.3,0.2,0.242,0.315,0.13,0.023,0.03,0.002,0.563,0.103,0.354,0.022,0.0,0.0,0.036
-266000,-5.858,-0.887,-0.917,-0.371,-0.905,1.059,0.497,-0.547,-0.44,-0.224,-0.568,0.321,0.945,1.19,-0.041,1.126,0.316,0.41,-0.054,0.013,0.88,-0.017,-1.628,-1.19,0.847,-1.427,-0.442,1.297,-0.968,0.222,0.786,0.841,0.138,0.82,1.12,0.247,0.3,0.194,0.05,0.323,0.103,0.892,1.415,0.002,1.268,0.1,0.168,0.003,0.0,0.774,0.0
-264000,-4.739,-0.898,-0.93,-0.371,-0.442,1.349,0.555,-0.514,-0.433,-0.8,-0.589,1.119,-0.073,-0.071,-0.041,1.502,0.317,0.106,0.327,0.013,-1.849,-0.058,-1.276,-0.763,0.847,-1.346,0.022,0.717,-1.362,-0.066,0.806,0.865,0.138,0.195,1.819,0.309,0.264,0.188,0.64,0.347,1.252,0.005,0.005,0.002,2.255,0.101,0.011,0.107,0.0,3.417,0.003
-262000,-4.134,0.168,0.231,-0.29,0.138,1.639,0.496,-0.472,-0.446,-0.718,-0.616,0.605,2.886,3.287,0.839,1.877,0.318,-0.119,0.422,-0.017,0.279,-0.079,-0.927,-0.347,0.847,-1.184,0.486,0.138,-1.393,-0.211,0.028,0.053,0.084,0.019,2.688,0.246,0.222,0.199,0.516,0.38,0.366,8.329,10.806,0.704,3.525,0.101,0.014,0.178,0.0,0.078,0.006
-260000,-3.678,-0.526,-0.508,-0.209,0.717,-0.634,0.289,-0.396,-0.459,-0.284,-0.575,0.456,-1.949,-2.145,0.839,1.877,-2.493,-0.401,0.802,-0.017,1.421,0.128,-0.582,0.056,0.766,-1.021,0.833,-0.442,-0.891,-0.161,0.277,0.258,0.044,0.515,0.402,0.084,0.157,0.211,0.08,0.331,0.208,3.797,4.601,0.704,3.525,6.217,0.161,0.644,0.0,2.019,0.016
-258000,-3.295,-0.639,-0.633,-0.128,1.297,-1.62,0.019,-0.303,-0.472,0.066,-0.5,0.383,-0.351,-0.391,0.839,1.877,-1.081,-0.52,0.992,-0.017,1.144,0.232,-0.238,0.454,0.766,-0.859,1.065,-1.021,-0.098,-0.048,0.408,0.4,0.016,1.682,2.625,0.0,0.092,0.222,0.004,0.25,0.147,0.124,0.153,0.704,3.525,1.17,0.271,0.985,0.0,1.309,0.054
-256000,-2.791,-0.783,-0.797,0.035,1.761,-1.316,-0.228,-0.185,-0.485,0.56,-0.486,0.504,-0.436,-0.504,1.719,1.502,0.332,-0.479,1.278,-0.017,1.613,0.045,0.103,0.847,0.685,-0.777,1.297,-1.485,0.832,-0.019,0.613,0.635,0.001,3.1,1.732,0.052,0.034,0.235,0.314,0.236,0.254,0.19,0.254,2.955,2.255,0.111,0.229,1.633,0.0,2.602,0.002
-254000,-2.559,-0.932,-0.97,0.197,2.108,-1.007,-0.363,-0.05,-0.497,0.412,-0.52,0.232,-0.452,-0.527,1.719,1.126,0.337,-0.263,1.468,-0.017,-0.466,-0.099,0.443,1.237,0.604,-0.615,1.413,-1.949,1.631,-0.154,0.868,0.94,0.039,4.445,1.015,0.132,0.003,0.247,0.169,0.271,0.054,0.204,0.278,2.955,1.268,0.114,0.069,2.155,0.0,0.217,0.01
-252000,-2.142,-1.052,-1.111,0.36,2.224,-0.693,-0.233,0.101,-0.51,0.177,-0.582,0.417,-0.371,-0.438,1.719,0.375,0.344,0.243,1.658,-0.017,-0.743,-0.182,0.782,1.627,0.522,-0.452,1.297,-2.065,1.982,-0.543,1.106,1.234,0.129,4.947,0.48,0.054,0.01,0.261,0.031,0.339,0.174,0.137,0.192,2.955,0.14,0.118,0.059,2.749,0.0,0.552,0.033
-250000,-3.664,-0.628,-0.621,0.522,2.224,-0.375,0.125,0.27,-0.523,0.345,-0.643,-1.522,1.123,1.368,1.719,-0.001,0.347,0.678,1.848,-0.017,0.555,-0.182,1.119,-1.841,0.441,-0.371,1.181,-1.949,1.914,-1.031,0.394,0.386,0.273,4.947,0.141,0.016,0.073,0.274,0.119,0.414,2.316,1.261,1.872,2.955,0.0,0.121,0.46,3.416,0.0,0.308,0.033
-248000,-4.462,-0.339,-0.302,0.604,1.877,-0.05,0.729,0.447,-0.536,0.285,-0.958,-0.798,0.752,0.879,0.839,-1.128,0.355,1.148,1.943,-0.017,-0.178,-0.947,1.455,-1.458,0.36,-0.209,0.833,-1.601,1.33,-1.43,0.115,0.091,0.364,3.521,0.003,0.531,0.199,0.288,0.081,0.918,0.637,0.566,0.773,0.704,1.273,0.126,1.317,3.777,0.0,0.032,0.897
-246000,-4.672,0.028,0.088,0.766,1.413,0.278,1.372,0.632,-0.684,-0.153,-1.649,-0.21,0.965,1.081,1.719,-1.504,0.359,1.223,2.039,-0.223,-1.404,-2.084,1.79,-1.079,0.279,-0.128,0.601,-1.137,0.524,-1.591,0.001,0.008,0.587,1.996,0.077,1.884,0.399,0.468,0.024,2.718,0.044,0.932,1.169,2.955,2.262,0.129,1.497,4.156,0.05,1.971,4.344
-244000,-2.714,0.394,0.459,0.928,0.833,0.614,1.785,0.826,-0.832,-0.388,-1.744,1.958,0.965,1.03,1.719,-1.88,0.367,0.781,2.134,-0.223,-0.743,-0.285,-1.731,-0.706,0.197,0.035,0.138,-0.558,-0.321,-1.277,0.156,0.211,0.862,0.694,0.377,3.185,0.682,0.692,0.15,3.043,3.834,0.932,1.06,2.955,3.534,0.135,0.61,4.552,0.05,0.552,0.081
-242000,-0.681,1.577,1.564,1.091,0.138,0.955,1.828,1.02,-0.561,-0.336,-1.211,2.033,3.208,3.127,1.719,-2.256,0.373,0.078,2.134,0.415,0.183,1.617,-1.4,-0.337,0.116,0.116,-0.21,0.022,-1.02,-0.615,2.488,2.447,1.19,0.019,0.912,3.342,1.039,0.315,0.113,1.467,4.133,10.29,9.78,2.955,5.087,0.139,0.006,4.552,0.172,0.033,2.614
-240000,-1.611,1.649,1.627,1.253,-0.674,1.302,1.205,1.205,-0.29,-0.016,-0.384,-0.93,0.155,0.145,1.719,-2.631,0.38,-1.196,2.039,0.416,1.048,2.506,-1.074,0.026,-0.046,0.197,-0.674,0.717,-1.374,0.36,2.719,2.646,1.571,0.454,1.695,1.451,1.452,0.084,0.0,0.147,0.865,0.024,0.021,2.955,6.923,0.144,1.43,4.156,0.173,1.099,6.28
-238000,-2.048,0.916,0.964,1.335,-1.369,1.654,0.157,1.39,-0.406,0.36,-0.261,-0.437,-2.056,-1.929,0.839,-2.256,0.385,-2.006,2.039,-0.174,1.228,0.376,-0.75,0.386,-0.128,0.279,-1.021,1.181,-1.459,1.348,0.839,0.929,1.781,1.874,2.736,0.025,1.933,0.165,0.129,0.068,0.191,4.227,3.72,0.704,5.087,0.148,4.022,4.156,0.03,1.509,0.142
-236000,-1.934,0.738,0.795,1.416,-1.949,-0.557,-1.157,1.567,-0.522,0.367,-0.479,0.114,-0.53,-0.518,0.839,-1.88,-2.425,-2.515,1.943,-0.175,0.038,-0.658,-0.434,0.741,-0.209,0.36,-1.253,1.645,-1.237,2.021,0.545,0.632,2.005,3.797,0.31,1.339,2.456,0.273,0.135,0.23,0.013,0.281,0.268,0.704,3.534,5.88,6.325,3.777,0.031,0.001,0.432
-234000,-2.011,0.853,0.905,1.578,-2.296,-1.481,-2.345,1.736,-0.523,0.397,-0.616,-0.077,0.273,0.282,1.719,-1.128,-1.014,-2.273,1.848,0.002,0.111,-0.409,-0.124,1.093,-0.29,0.441,-1.485,1.877,-0.875,2.275,0.728,0.819,2.491,5.273,2.193,5.497,3.012,0.273,0.157,0.38,0.006,0.075,0.079,2.955,1.273,1.027,5.167,3.416,0.0,0.012,0.168
-232000,-3.683,0.659,0.719,1.66,-2.412,-1.117,-2.945,1.887,-0.523,0.389,-0.589,-1.672,-0.575,-0.565,0.839,-0.377,0.398,-1.151,1.658,0.002,-0.01,0.087,0.18,1.444,-0.371,0.522,-1.485,1.877,-0.443,1.872,0.434,0.517,2.754,5.819,1.248,8.671,3.562,0.274,0.152,0.347,2.796,0.33,0.319,0.704,0.142,0.158,1.325,2.749,0.0,0.0,0.008
-230000,-3.431,0.465,0.53,1.741,-2.412,-0.753,-2.933,2.022,-0.524,0.72,-0.575,0.252,-0.575,-0.574,0.839,-0.001,0.398,0.016,1.468,0.001,1.084,0.045,0.476,1.795,-0.371,0.604,-1.485,1.761,-0.035,1.09,0.216,0.281,3.03,5.819,0.568,8.604,4.089,0.275,0.518,0.331,0.064,0.33,0.33,0.704,0.0,0.158,0.0,2.155,0.0,1.175,0.002
-228000,-3.47,0.032,0.091,1.822,-1.949,-0.391,-2.063,2.14,-0.525,0.538,-0.589,-0.039,-1.232,-1.289,0.839,1.502,0.396,1.655,1.278,0.002,-0.575,-0.037,0.77,-1.709,-0.371,0.685,-1.253,1.413,0.279,0.081,0.001,0.008,3.32,3.797,0.153,4.258,4.58,0.275,0.289,0.347,0.002,1.519,1.662,0.704,2.255,0.157,2.74,1.633,0.0,0.33,0.001
-226000,-3.698,0.405,0.469,1.903,-1.369,-0.031,-0.735,2.233,-0.525,0.263,-0.657,-0.228,0.983,1.048,0.839,1.877,0.393,2.531,0.992,0.002,-0.875,-0.203,1.059,-1.358,-0.371,0.685,-0.905,0.949,0.497,-0.839,0.164,0.22,3.622,1.874,0.001,0.54,4.985,0.276,0.069,0.432,0.052,0.966,1.099,0.704,3.525,0.154,6.406,0.985,0.0,0.766,0.041
-224000,-4.313,-0.535,-0.517,1.903,-0.674,0.324,0.792,2.309,-0.525,-0.02,-0.726,-0.615,-2.623,-2.855,-0.041,2.253,0.389,2.911,0.802,0.002,-0.899,-0.203,1.349,-1.004,-0.371,0.766,-0.442,0.37,0.555,-1.348,0.286,0.268,3.622,0.454,0.105,0.628,5.329,0.276,0.0,0.526,0.378,6.883,8.152,0.002,5.077,0.151,8.475,0.644,0.0,0.808,0.041
-222000,-3.399,-0.622,-0.614,1.903,0.138,0.677,2.084,2.376,-0.526,-0.176,-0.767,0.914,-0.281,-0.311,-0.041,2.629,0.386,2.461,0.707,0.001,-0.49,-0.12,1.639,-0.648,-0.29,0.766,0.138,-0.21,0.496,-1.451,0.387,0.378,3.622,0.019,0.458,4.345,5.645,0.277,0.031,0.588,0.835,0.079,0.097,0.002,6.911,0.149,6.058,0.5,0.0,0.24,0.014
-220000,-5.313,-0.456,-0.429,1.985,0.833,1.024,2.627,2.41,-0.527,-0.165,-0.787,-1.914,0.415,0.498,0.839,2.253,0.38,1.03,0.327,0.002,0.051,-0.058,-0.634,-0.29,-0.209,0.847,0.717,-0.674,0.289,-1.021,0.208,0.184,3.938,0.694,1.049,6.899,5.806,0.278,0.027,0.619,3.663,0.172,0.248,0.704,5.077,0.144,1.06,0.107,0.0,0.003,0.003
-218000,-4.157,0.138,0.201,1.985,1.529,1.369,2.511,2.426,-0.556,0.189,-0.835,1.156,1.588,1.768,-0.041,2.253,0.377,-0.225,0.136,-0.042,1.156,-0.141,-1.62,0.069,-0.128,0.847,1.297,-1.137,0.019,-0.345,0.019,0.04,3.938,2.337,1.874,6.307,5.888,0.309,0.036,0.697,1.336,2.522,3.126,0.002,5.077,0.142,0.051,0.019,0.002,1.337,0.02
-216000,-2.841,0.971,1.015,1.985,1.992,1.71,1.648,2.435,-0.585,0.185,-0.938,1.316,2.249,2.295,-0.041,1.502,0.373,-1.654,0.041,-0.041,0.002,-0.306,-1.316,0.431,0.035,0.847,1.761,-1.369,-0.228,0.362,0.944,1.03,3.938,3.97,2.924,2.715,5.929,0.342,0.034,0.879,1.732,5.059,5.266,0.002,2.255,0.139,2.737,0.002,0.002,0.0,0.094
-214000,-1.58,0.729,0.786,1.985,2.224,-1.805,0.52,2.426,-0.614,0.133,-1.108,1.261,-0.708,-0.687,-0.041,0.75,-3.854,-2.159,-0.149,-0.042,-0.154,-0.513,-1.007,0.793,0.197,0.847,2.108,-1.485,-0.363,0.85,0.531,0.619,3.938,4.947,3.257,0.27,5.888,0.376,0.018,1.229,1.59,0.501,0.472,0.002,0.563,14.85,4.662,0.022,0.002,0.024,0.263
-212000,-0.908,0.893,0.943,1.985,2.34,-1.467,-0.516,2.41,-0.643,-0.131,-1.464,0.672,0.41,0.414,-0.041,0.375,0.369,-1.984,-0.244,-0.042,-0.839,-1.071,-0.693,1.154,0.36,0.847,2.224,-1.485,-0.233,0.832,0.798,0.889,3.938,5.476,2.153,0.266,5.806,0.413,0.017,2.143,0.452,0.168,0.171,0.002,0.14,0.136,3.936,0.059,0.002,0.704,1.147
-210000,-2.112,0.956,1.0,1.903,2.224,-1.13,-1.221,2.368,-0.747,-0.287,-1.471,-1.204,0.13,0.131,-0.922,-0.377,0.369,-1.352,-0.529,-0.157,-0.49,-0.017,-0.375,1.514,0.522,0.847,2.224,-1.253,0.125,0.439,0.913,1.001,3.622,4.947,1.277,1.492,5.605,0.558,0.083,2.163,1.45,0.017,0.017,0.85,0.142,0.136,1.828,0.28,0.025,0.24,0.0
-208000,-3.059,0.756,0.813,1.903,1.877,-0.791,-1.276,2.325,-0.61,-0.023,-1.184,-0.947,-0.589,-0.569,-0.041,-1.128,0.37,-0.11,-0.529,0.211,0.868,0.873,-0.05,0.586,0.604,0.847,1.877,-0.905,0.729,-0.266,0.572,0.661,3.622,3.521,0.626,1.628,5.407,0.372,0.001,1.401,0.897,0.347,0.324,0.002,1.273,0.137,0.012,0.28,0.045,0.753,0.761
-206000,-2.296,0.361,0.426,1.903,1.413,-0.452,-0.865,2.266,-0.473,0.259,-0.534,0.763,-1.128,-1.139,-0.041,-1.504,0.371,0.78,-0.719,0.211,0.928,1.968,0.278,-1.628,0.766,0.847,1.413,-0.442,1.372,-0.968,0.13,0.182,3.622,1.996,0.205,0.748,5.137,0.224,0.067,0.285,0.582,1.272,1.296,0.002,2.262,0.138,0.608,0.518,0.045,0.861,3.875
-204000,-2.813,0.341,0.407,1.822,0.833,-0.111,-0.008,2.199,-0.337,0.226,-0.069,-0.517,-0.098,-0.09,-0.922,-1.88,0.374,1.63,-0.815,0.211,-0.094,1.41,0.614,-1.276,0.928,0.847,0.833,0.022,1.785,-1.362,0.116,0.165,3.32,0.694,0.012,0.0,4.836,0.113,0.051,0.005,0.267,0.01,0.008,0.85,3.534,0.14,2.656,0.663,0.045,0.009,1.988
-202000,-2.953,0.905,0.953,1.822,0.254,0.233,0.913,2.132,-0.2,0.081,0.232,-0.14,1.507,1.528,-0.041,-1.88,0.376,1.754,-0.815,0.211,-0.454,0.914,0.955,-0.927,1.091,0.847,0.138,0.486,1.828,-1.393,0.818,0.907,3.32,0.064,0.054,0.834,4.544,0.04,0.007,0.054,0.02,2.272,2.335,0.002,3.534,0.141,3.075,0.663,0.045,0.206,0.835
-200000,-2.965,0.806,0.86,1.741,-0.326,0.579,1.527,2.047,-0.063,-0.44,0.321,-0.012,-0.312,-0.297,-0.922,-1.88,0.378,1.168,-1.005,0.211,-1.668,0.273,1.302,-0.582,1.253,0.766,-0.674,0.833,1.205,-0.891,0.65,0.74,3.03,0.106,0.335,2.333,4.192,0.004,0.193,0.103,0.0,0.097,0.088,0.85,3.534,0.143,1.364,1.009,0.045,2.783,0.074
-198000,-1.996,0.65,0.711,1.741,-0.905,0.927,1.691,1.972,-0.143,-0.633,0.232,0.969,-0.471,-0.461,-0.041,-1.88,0.38,0.307,-0.91,-0.12,-0.611,-0.265,1.654,-0.238,1.335,0.766,-1.369,1.065,0.157,-0.098,0.423,0.505,3.03,0.82,0.859,2.86,3.887,0.021,0.401,0.054,0.939,0.222,0.213,0.002,3.534,0.145,0.094,0.827,0.015,0.373,0.07
-196000,-1.885,0.494,0.558,1.66,-1.253,1.276,1.139,1.879,-0.224,-0.707,-0.014,0.111,-0.471,-0.471,-0.922,-1.128,0.382,-1.061,-1.1,-0.12,-0.226,-0.74,-0.557,0.103,1.416,0.685,-1.949,1.297,-1.157,0.832,0.244,0.311,2.754,1.57,1.627,1.296,3.53,0.05,0.5,0.0,0.012,0.222,0.222,0.85,1.273,0.146,1.125,1.21,0.015,0.051,0.548
-194000,-1.782,-0.016,0.042,1.578,-1.601,1.626,0.189,1.778,-0.305,-0.964,-0.302,0.103,-1.442,-1.51,-0.922,-1.128,0.383,-1.819,-1.195,-0.12,-0.815,-0.864,-1.481,0.443,1.578,0.604,-2.296,1.413,-2.345,1.631,0.0,0.002,2.491,2.563,2.644,0.036,3.16,0.093,0.929,0.091,0.011,2.078,2.28,0.85,1.273,0.147,3.309,1.428,0.015,0.664,0.747
-192000,-3.21,-0.214,-0.167,1.497,-1.717,-0.593,-0.949,1.685,-0.385,-1.246,-0.712,-1.428,-0.587,-0.631,-0.922,-0.377,-2.434,-2.178,-1.1,-0.12,-0.899,-1.236,-1.117,0.782,1.66,0.522,-2.412,1.297,-2.945,1.982,0.046,0.028,2.241,2.947,0.352,0.9,2.84,0.148,1.553,0.507,2.039,0.344,0.398,0.85,0.142,5.922,4.742,1.21,0.015,0.808,1.529
-190000,-3.754,0.083,0.144,1.497,-1.717,-1.529,-1.933,1.584,-0.466,-1.83,-0.938,-0.544,0.773,0.856,-0.041,-0.001,-1.026,-1.884,-1.195,-0.12,-1.873,-0.678,-0.753,1.119,1.741,0.441,-2.412,1.181,-2.933,1.914,0.007,0.021,2.241,2.947,2.337,3.736,2.509,0.217,3.348,0.879,0.296,0.598,0.732,0.002,0.0,1.053,3.551,1.428,0.015,3.507,0.46
